id;bezirk;name;shortname;strasse;plz_ort;von;bis;veranstalter;oeffnungszeiten;email;w3;bemerkungen;lat;lng;rss_titel;barrierefrei;immer-kostenlos;Mo;Di;Mi;Do;Fr;Sa;So;closed-exc;closed-exc-readable;hours-exc;hours-exc-readable;ignore;merged;international;action;image;urheberschaft;train;train_distance;short_distance;rss_beschreibung
55;Zentrum-Nord;TV-Club Weihnachtsmarkt;TV-Club Weihnachtsmarkt;Theresienstr. 2;04105 Leipzig;17.12.23;17.12.23;TV-Club;12:00-18:00;;https://www.tv-club-leipzig.de/tv-floh-weihnachtsmarkt-am-17-12-2023/;;51.358863;12.3796134;TV-Club Weihnachtsmarkt;;1;0;0;0;0;0;0;12:00-18:00;0;;0;;0;;0;0;;;Straßenbahn 11 oder 16 bis 'Wilhelminenstr.';262;1;Diesmal wird es passend zur Vorweihnachtszeit gemütlich und einladend. So können wir den dritten Advent gemeinsam mit selbstgemachten Kräppelchen, Glühwein und dem Shoppen von Geschenken verbringen.
56;Anger-Crottendorf;Kulturhaus Weihnachtsmarkt;Kulturhaus Weihnachtsmarkt;Thaerstraße 39;04129 Leipzig;03.12.23;03.12.23;Kulturhaus Eutritzsch;14:00-19:00;;https://kulturhauseutritzsch.de/events/kulturhaus-weihnachtsmarkt/;;51.3711927;12.3913362;Kulturhaus Weihnachtsmarkt;;1;0;0;0;0;0;0;14:00-19:00;0;;0;;0;;0;0;;;Straßenbahn 16 bis 'Eutritzscher Markt';527;0;Am 1. Advent laden wir zum Weihnachtsmarkt im Kulturhaus Biergarten ein! Mit kleinem Feuerchen, gut Gegrillten, Kräppelchen und Flohmarkt lockt das fröhliche Beisammensein. Das Ganze lassen wir dann von DJ Wolfi mit besinnlicher Weihnachtsmusik untermalen – das wird ein Fest bei freiem Eintritt!
57;Altranstädt;Blau Weiße Weihnacht;Blau Weiße Weihnacht;Schwedenstr. 23c;04420 Markranstädt;01.12.23;02.12.23;TSG Blau Weiß Großlehna e.V.;15:00-22:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/weihnachtsmarkt-20;;51.3118183;12.170209450000002;Blau Weiße Weihnacht;;1;0;0;0;0;0;15:00-22:00;15:00-22:00;0;;0;;0;;0;1;;;RB20 bis 'Großlehna';837;0;Altranstädter Weihnachtsmarkt mit Basteln im Weihnachtszimmer
58;Großzschocher;Lichterfest vor Apostelkirche;Lichterfest vor Apostelkirche;Huttenstraße 14;04249 Leipzig;02.12.23;02.12.23;Apostelkirche;13:00-23:59;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/lichterfest-vor-der-kirche;<a class='text-sm underline' target='blank' href='http://www.apostelkirche-leipzig.de'>Offizielle Seite</a>;51.3007469;12.32877619878487;Lichterfest vor Apostelkirche;;1;0;0;0;0;0;13:00-23:59;0;0;;0;;0;;0;0;;;Straßenbahn 3 bis 'Huttenstraße';11;1;Glühwein, Bratwurst, weihnachtliche Naschereien
59;Rückmarsdorf;Adventsmarkt Kirche Rückmarsdorf;Adventsmarkt Kirche Rückmarsdorf;Brandensteinstr;04178 Leipzig;02.12.23;02.12.23;Adventsmarkt Kirche Rückmarsdorf;15:00-23:59;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/adventsmarkt-mit-kulinarischen-koestlichkeiten-hand-und-selbstgemachtem-und-adventlichem;<a class='text-sm underline' target='blank' href='https://www.kirche-markranstädterland-rückmarsdorf-dölzig.de'>Offizielle Seite</a>;51.34437093976388;12.250671038278057;Adventsmarkt Kirche Rückmarsdorf;;1;0;0;0;0;0;15:00-17:00;0;0;;0;;0;;0;0;;;Bus 130 bis 'Sandberg, Rückmarsdorf';1100;0;Adventsmarkt mit kulinarischen Köstlichkeiten, Hand- und Selbstgemachtem und Adventlichem
60;Wahren;Adventsmarkt Gnadenkirche;Adventsmarkt Gnadenkirche;Opferweg;04159 Leipzig;03.12.23;03.12.23;Gnadenkirche Leipzig-Wahren;15:00-23:59;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/adventsmarkt-8;;51.37304325972033;12.320250590447642;Adventsmarkt Gnadenkirche;;1;0;0;0;0;0;0;15:00-23:59;0;;0;;0;;0;0;;;Straßenbahn 11 bis 'Leipzig Wahren Rathaus';434;0;Am 1. Advent, dem 3.12., findet wieder der beliebte Adventsmarkt auf dem Wahrener Kirchberg statt. Um 11:00Uhr beginnt zunächst der Familiengottesdienst,zu dem alle herzlich eingeladensind. Danach startet der Adventsmarkt,organisiert vom Förderverein Gemeindeaufbau der Ev.-Luth. GnadenkircheLeipzig-Wahren e.V. Alle Gemeindemitglieder, Nachbarn, Freunde und Interessierte sind eingeladen, Bratwurst, Glühwein und andere Leckereienzu genießen; auch „Hausgemachtes“ wie Marmeladen, Gelees und Plätzchen wird es geben. Eine große Feuerschale lädt zur Gemütlichkeit ein; die Kirche wird für Besichtigungen offen stehen. Von 13:00 bis 15:00 Uhr kann im Gartenhaus weihnachtlich gebastelt werden. Um 16:00 Uhr sind alle in die Gnadenkirche eingeladen, mitzusingen oder zuzuhören und die adventliche Atmosphäre beim stimmungsvollen Adventsliedersingen in der Kirche zu genießen. Gegen 17:00 Uhr endet der Adventsmarkt auf dem Wahrener Kirchberg. Éva Hein
61;Gohlis-Süd;Adventsmarkt Friedenskirche Gohlis;Adventsmarkt Friedenskirche Gohlis;Kirchplatz 9;04155 Leipzig;09.12.23;09.12.23;Friedenskirche Gohlis;14:00-23:59;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/adventsmarkt-9;<a class='text-sm underline' target='blank' href='https://www.michaelis-friedens.de/'>Offizielle Seite</a>;51.35849549943842;12.368296286891194;Adventsmarkt Friedenskirche Gohlis;;1;0;0;0;0;0;14:00-23:59;0;0;;0;;0;;0;0;;;Straßenbahn 4 bis 'Fritz-Seger-Str.';434;0;
62;Altscherbitz;Weihnachtsmarkt Historisches Straßenbahndepot;Weihnachtsmarkt Historisches Straßenbahndepot;Rathausplatz 11;04435 Schkeuditz;15.12.23;17.12.23;Historisches Straßenbahndepot;15:00-21:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/weihnachtsmarkt-17-20231215;<a class='text-sm underline' target='blank' href='https://www.schkeuditz.de/portal/seiten/schkeuditzer-weihnachtsmarkt-900000337-27780.html'>Offizielle Seite</a>;51.39606888252757;12.218078600844336;Weihnachtsmarkt Historisches Straßenbahndepot;;1;0;0;0;0;15:00-21:00;15:00-21:00;11:00-17:00;0;;17.12.23=11:00-17:00;Sonntag 11 bis 17 Uhr;0;;0;0;;;Straßenbahn 11 bis 'Rathausplatz Schkeuditz';97;1;
63;Paunsdorf;Adventsmarkt Genezarethkirche;Adventsmarkt Genezarethkirche;Theodor-Heuss-Straße 45;04328 Leipzig;17.12.23;17.12.23;Adventsmarkt Genezarethkirche;14:00-18:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/adventsmarkt-10;<a class='text-sm underline' target='blank' href='https://www.kirchspiel-leipzig.de'>Offizielle Seite</a>;51.34658315;12.445877030088266;Adventsmarkt Genezarethkirche;;1;0;0;0;0;0;0;14:00-18:00;0;;0;;0;;0;0;;;Straßenbahn 7 bis 'Theodor-Heuss';452;0;
64;Zentrum-Süd;Wintermarkt Drei der Münze;Wintermarkt Drei der Münze;Münzgasse 28;04107 Leipzig;10.12.23;10.12.23;Drei der Münze;14:00-23:59;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/1-wintermarkt;<a class='text-sm underline' target='blank' href='https://www.instagram.com/dreidermuenze/p/C0MUqLQoMy2/'>Offizielle Seite</a>;51.3317033;12.372008911530216;Wintermarkt Drei der Münze;;1;0;0;0;0;0;0;14:00-23:59;0;;0;;0;;0;0;;;Straßenbahn 10 oder 11 bis 'Münzgasse';256;1;
65;Zentrum-Süd;Adventsmarkt auf dem Schulhof;Adventsmarkt auf dem Schulhof des Evangelischen Schulzentrums Leipzig;Schletterstraße 7;04107 Leipzig;06.12.23;06.12.23;Evangelisches Schulzentrum Leipzig;15:00-18:30;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/adventsmarkt-auf-dem-schulhof;;51.33052975;12.377326976416107;Adventsmarkt auf dem Schulhof;;1;0;0;15:00-18:30;0;0;0;0;0;;0;;0;;0;0;;;Straßenbahn 10 oder 11 bis 'Münzgasse';407;0;18.30 UhrKonzert in der Peterskirche, Gaudigplatz
66;Zentrum-Süd;Adventsmusik der Musikschule Leipzig;Adventsmusik der Musikschule Leipzig;Petersstraße 43;04109 Leipzig;04.12.23;21.12.23;Adventsmusik der Musikschule Leipzig;17:00-23:59;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/adventsmusik-3;<a class='text-sm underline' target='blank' href='http://www.musikschule-leipzig.de'>Offizielle Seite</a>;51.33690245;12.37554462857548;Adventsmusik der Musikschule Leipzig;;1;17:00-23:59;17:00-23:59;17:00-23:59;17:00-23:59;17:00-23:59;0;0;09.12.23,10.12.23,16.12.23,17.12.23;Samstag - Sonntag;0;;0;;0;0;;;Straßenbahn 4, 7, 12 oder 15 bis 'Augustusplatz';659;0;Vom 4. bis 21. Dezember 2023 verwandelt sich der Innenhof der städtischen Musikschule Leipzig "Johann Sebastian Bach" unter der Woche wieder zu einem kleinen Adventsmarkt. An jedem Werktag können sich Musikliebhaberinnen und Weihnachtsfreunde von 17 bis 17:30 Uhr Kurzkonzerte von verschiedensten Musikensembles kostenfrei anhören.Bei Glühwein und Gebäck lädt die Konzertreihe „Adventsmusik“ in gemütlicher Atmosphäre dazu ein, dem Trubel der Innenstadt für einen Moment zu entfliehen und sich auf die Festtage einzustimmen. Das Programm ist gewohnt vielfältig – von klassischen Bläserklängen über jazzig-rockigen Sound bis hin zu bekannten Weihnachtsliedern zum Mitsingen bieten die Ensembles der Musikschule Leipzig an jedem Wochentag vorweihnachtlichen Hörgenuss.wochentags ab 17 UhrKonzerte: 17 bis 17:30 UhrEintritt frei
67;Zentrum;Mittelalter-Weihnachtsmarkt;Mittelalter-Weihnachtsmarkt;Naschmarkt;04109 Leipzig;28.11.23;23.12.23;Stadt Leipzig;10:00-21:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/leipziger-weihnachtsmarkt-2023;;51.34011925;12.37565282789842;Mittelalter-Weihnachtsmarkt;unbekannt;1;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-22:00;10:00-22:00;10:00-21:00;0;;01.12.23=10:00-22:00,02.12.23=10:00-22:00,08.12.23=10:00-22:00,09.12.23=10:00-22:00,15.12.23=10:00-22:00,16.12.23=10:00-22:00,22.12.23=10:00-22:00;freitags und samstags bis 22 Uhr;0;;0;0;;;S1, S2, S3, S4, S5, S5X und S6 bis 'Leipzig, Markt';72;1;Die Tradition des Leipziger Weihnachtsmarktes reicht bis in das Jahr 1458 zurück, womit er der zweitälteste in Deutschland ist. Aufgrund seines einzigartigen kulturellen und kulinarischen Angebotes in der fußgängerfreundlichen, illuminierten Innenstadt hat er sich einen legendären Ruf erworben. Umrahmt wird das weihnachtliche Warenangebot von Höhepunkten wie den Orgelmusiken und Aufführungen des Weihnachtsoratoriums von Johann Sebastian Bach in den Leipziger Kirchen, den Turmbläserauftritten auf dem Turm des Alten Rathauses, der Weihnachtsshow des Krystallpalast Varietés und nicht zuletzt dem Märchenwald und der Weihnachtsmannsprechstunde.
68;Zentrum;Märchenwald;Märchenwald;Augustusplatz;04109 Leipzig;28.11.23;23.12.23;Stadt Leipzig;10:00-21:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/leipziger-weihnachtsmarkt-2023;;51.34011925;12.381041279883647;Märchenwald;unbekannt;1;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-22:00;10:00-22:00;10:00-21:00;0;;01.12.23=10:00-22:00,02.12.23=10:00-22:00,08.12.23=10:00-22:00,09.12.23=10:00-22:00,15.12.23=10:00-22:00,16.12.23=10:00-22:00,22.12.23=10:00-22:00;freitags und samstags bis 22 Uhr;0;;0;0;;;4, 7, 12 oder 15 bis 'Augustusplatz';20;1;Die Tradition des Leipziger Weihnachtsmarktes reicht bis in das Jahr 1458 zurück, womit er der zweitälteste in Deutschland ist. Aufgrund seines einzigartigen kulturellen und kulinarischen Angebotes in der fußgängerfreundlichen, illuminierten Innenstadt hat er sich einen legendären Ruf erworben. Umrahmt wird das weihnachtliche Warenangebot von Höhepunkten wie den Orgelmusiken und Aufführungen des Weihnachtsoratoriums von Johann Sebastian Bach in den Leipziger Kirchen, den Turmbläserauftritten auf dem Turm des Alten Rathauses, der Weihnachtsshow des Krystallpalast Varietés und nicht zuletzt dem Märchenwald und der Weihnachtsmannsprechstunde.
69;Zentrum;Finnisches Dorf;Finnisches Dorf;Augustusplatz;04109 Leipzig;28.11.23;23.12.23;Stadt Leipzig;10:00-21:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/leipziger-weihnachtsmarkt-2023;;51.338716300226906;12.380828370494555;Finnisches Dorf;unbekannt;1;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-22:00;10:00-22:00;10:00-21:00;0;;01.12.23=10:00-22:00,02.12.23=10:00-22:00,08.12.23=10:00-22:00,09.12.23=10:00-22:00,15.12.23=10:00-22:00,16.12.23=10:00-22:00,22.12.23=10:00-22:00;freitags und samstags bis 22 Uhr;0;;0;0;;;4, 7, 12 oder 15 bis 'Augustusplatz';20;1;Die Tradition des Leipziger Weihnachtsmarktes reicht bis in das Jahr 1458 zurück, womit er der zweitälteste in Deutschland ist. Aufgrund seines einzigartigen kulturellen und kulinarischen Angebotes in der fußgängerfreundlichen, illuminierten Innenstadt hat er sich einen legendären Ruf erworben. Umrahmt wird das weihnachtliche Warenangebot von Höhepunkten wie den Orgelmusiken und Aufführungen des Weihnachtsoratoriums von Johann Sebastian Bach in den Leipziger Kirchen, den Turmbläserauftritten auf dem Turm des Alten Rathauses, der Weihnachtsshow des Krystallpalast Varietés und nicht zuletzt dem Märchenwald und der Weihnachtsmannsprechstunde.
70;Zentrum;Südtiroler Dorf;Südtiroler Dorf;Augustusplatz;04109 Leipzig;28.11.23;23.12.23;Stadt Leipzig;10:00-21:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/leipziger-weihnachtsmarkt-2023;;51.33873825087565;12.379759298142602;Südtiroler Dorf;unbekannt;1;10:00-21:00;10:00-21:00;10:00-21:00;10:00-21:00;10:00-22:00;10:00-22:00;10:00-21:00;0;;01.12.23=10:00-22:00,02.12.23=10:00-22:00,08.12.23=10:00-22:00,09.12.23=10:00-22:00,15.12.23=10:00-22:00,16.12.23=10:00-22:00,22.12.23=10:00-22:00;freitags und samstags bis 22 Uhr;0;;0;0;;;4, 7, 12 oder 15 bis 'Augustusplatz';20;1;Die Tradition des Leipziger Weihnachtsmarktes reicht bis in das Jahr 1458 zurück, womit er der zweitälteste in Deutschland ist. Aufgrund seines einzigartigen kulturellen und kulinarischen Angebotes in der fußgängerfreundlichen, illuminierten Innenstadt hat er sich einen legendären Ruf erworben. Umrahmt wird das weihnachtliche Warenangebot von Höhepunkten wie den Orgelmusiken und Aufführungen des Weihnachtsoratoriums von Johann Sebastian Bach in den Leipziger Kirchen, den Turmbläserauftritten auf dem Turm des Alten Rathauses, der Weihnachtsshow des Krystallpalast Varietés und nicht zuletzt dem Märchenwald und der Weihnachtsmannsprechstunde.
71;Zentrum;Schweizer Weihnacht;Schweizer Weihnacht;Burgplatz;04109 Leipzig;28.11.23;19.12.23;Petersbogen;11:00-21:00;;https://www.instagram.com/p/C0Ed45VxTRO/;;51.33702095731854;12.37318048186259;Schweizer Weihnacht;unbekannt;1;11:00-21:00;11:00-21:00;11:00-21:00;11:00-21:00;11:00-22:00;11:00-22:00;11:00-21:00;0;;01.12.23=11:00-22:00,02.12.23=11:00-22:00,08.12.23=11:00-22:00,09.12.23=11:00-22:00,15.12.23=11:00-22:00,16.12.23=11:00-22:00,22.12.23=11:00-22:00;freitags und samstags bis 22 Uhr;0;;0;1;;;S1, S2, S3, S4, S5, S5X und S6 bis 'Wilhelm-Leuschner-Platz';20;1;Wir laden euch herzlich zur Schweizer Weihnacht, mit alpinem Charakter und einer umweltfreundlichen Glice Bahn zum Schlittschuhlaufen, ein. Neben gastronomischem Angebot könnt ihr euch im traditionellen Eisstockschießen erproben und euch von der winterlichen Kulisse zwischen neuem Rathaus und Burgplatz verzaubern lassen sowie die ein oder andere Schweizer Spezialität genießen.
72;Markkleeberg-Ost;Christmas Garden Leipzig;Christmas Garden Leipzig;Raschwitzer Straße;04416 Markkleeberg;28.11.23;19.12.23;agra-Park Markkleeberg;16:30-21:00;;https://www.christmas-garden.de/leipzig/;Mo-Do: 18€, Fr-So: 20€, Flexticket: 28€, 21.12.-02.01.: 20€;51.279430649999995;12.388372089527502;Christmas Garden Leipzig;unbekannt;0;16:30-21:00;16:30-21:00;16:30-21:00;16:30-21:00;16:30-22:00;16:30-22:00;16:30-21:00;27.11.23,28.11.23,24.12.23,31.12.23;;01.12.23=16:30-22:00,02.12.23=16:30-22:00,08.12.23=16:30-22:00,09.12.23=16:30-22:00,15.12.23=16:30-22:00,16.12.23=16:30-22:00,22.12.23=16:30-22:00,23.12.23=16:30-22:00,29.12.23=16:30-22:00,30.12.23=16:30-22:00,05.01.24=16:30-22:00,06.01.24=16:30-22:00;letzter Einlass 19:30, freitags und samstags 20:30;0;;0;0;;;S5, S5X und S6 bis 'Markkleeberg Nord';323;1;Der Christmas Garden entführt auf einem circa zwei Kilometer langen Rundweg durch den agra-Park Markkleeberg mit glitzernden Illuminationen in eine magische Weihnachtswunderwelt.
73;Lindenau;WeihnachtsVillage;WeihnachtsVillage;Saalfelder Strasse 8b;04179 Leipzig;02.12.23;16.12.23;Kunstkraftwerk;19:00-21:00;;https://shop.kunstkraftwerk-leipzig.com/winter-lights/;Eintritt: 10€, besser online buchen, wegen beschränkte Anzahl Plätze. Neben Installationen gibt es auch Glühwein und Street Food im Lichtgarten;51.3306286;12.3218131;WeihnachtsVillage;unbekannt;0;0;0;0;0;19:00-21:00;19:00-21:00;0;04.12.23,05.12.23,06.12.23,09.12.23,10.12.23,11.12.23,12.12.23,13.12.23,14.12.23;Sonntag bis Donnerstag;0;letzter Einlass 20:00;0;;0;1;;;Straßenbahn 15 bis 'Lindenau Bushof';168;1;Vom 2. Dezember bis zum 07. Januar können Sie bei einem warmen Glühwein unser winterliches Refugium besuchen, inmitten eines tropischen Dschungels speisen, zwischen prächtigen Installationen, Lichtskulpturen, fesselnden Shows und einzigartigen Krippen aus aller Welt flanieren.
74;Volkmarsdorf;Tankno Weihnachtsmarkt;Tankno Weihnachtsmarkt;Bautzmannstr. 2;04315 Leipzig;02.12.23;08.12.23;Rad-Tanke;19:00-23:59;;https://www.instagram.com/p/Cz83QRsMh8W/;;51.3438931;12.41728261882562;Tankno Weihnachtsmarkt;unbekannt;0;0;0;0;0;19:00-23:59;19:00-23:59;0;03.12.23,04.12.23,05.12.23,06.12.23,07.12.23;3.12. - 7.12.;0;;0;;0;1;;;Straßenbahn 3 oder 7 bis 'Leipzig, Torgauer Platz';349;1;Freut euch auf Glühwein, frische Waffeln, verschiedene Stände uvm. Tankno ist ein Kofferwort aus Tanke und Techno denn euch erwarten 3 fantastische DJs, die dafür sorgen, dass ihr euer Tanzbein im Innenbereich schwingt.
75;Störmthal;Schloss Störmthal Weihnachtsmarkt;Schloss Störmthal;Rosengang 3;04463 Großpösna;10.12.23;10.12.23;Schloss Störmthal;12:00-19:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/weihnachtsmarkt-19;<a class='text-sm underline' target='blank' href='http://barockschloss-störmthal.de'>Offizielle Seite</a>;51.2448778;12.473900009137697;Schloss Störmthal Weihnachtsmarkt;unbekannt;0;0;0;0;0;0;0;12:00-19:00;0;;0;;0;;0;1;;;Bus 141 bis 'Störmthal, Ortsmitte';74;1;Weihnachtsmarkt im Schlosshof und im Schloss mit Basteln für Kinder, Weihnachtssingen und Weihnachtsmann. Bratwurst, Soljanka, Eierkuchen, Glühwein mit und ohne Alkohol zum gemütlichen Beisammensein an den Feuerschalen. Im beheizten Schloss gibt es Kaffee, Kakao und Kuchen vom Pfarrcafe aus Störmthal und unsere Schloss-Bar ist ebenfalls geöffnet. Es gibt ein gutes Angebot an Verkaufsständen z.B. Stollen der Bäckerei Perduß aus Großpösna, Bücher der Thalia-Buchhandlung , Hüte, Kreativschmuck, Lederwaren.
76;Volkmarsdorf;Sellerhäuser Adventslicht;Sellerhäuser Adventslicht;Wurzner Straße 160;04318 Leipzig;10.12.23;10.12.23;Emmauskirche Sellerhausen;15:00-18:00;;https://www.leipzig.de/freizeit-kultur-und-tourismus/veranstaltungen-und-termine/eventsingle/event/sellerhaeuser-adventslicht;<a class='text-sm underline' target='blank' href='https://www.bv-sellerhausen.de/2023/12/01/sellerhaeuser-adventslicht-2023/'>Offizielle Seite</a>;51.34325225;12.427336693200154;Sellerhäuser Adventslicht;unbekannt;0;0;0;0;0;0;0;15:00-18:00;0;;0;;0;;0;1;;;Straßenbahn 7 bis 'Sellerhausen / Emmaustraße';89;1;Kurrenden, Jugendchor, Kantorei, Blockflötensextett und Veeh-Harfen-Gruppe der Emmauskirche; Leitung: Konrad Pippel
